"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1900407","GO:1900407","regulation of cellular response to oxidative stress","3/842","26/18870",0.107724241448039,0.293892358716485,0.225460926390129,"NCOA7/OXR1/GCH1",3
"GO:1903020","GO:1903020","positive regulation of glycoprotein metabolic process","3/842","26/18870",0.107724241448039,0.293892358716485,0.225460926390129,"SLC2A10/TCF7L2/CHP1",3
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","3/842","26/18870",0.107724241448039,0.293892358716485,0.225460926390129,"DKK1/SFRP1/NPHP3",3
"GO:0035725","GO:0035725","sodium ion transmembrane transport","12/842","180/18870",0.108223676376747,0.295097945846004,0.226385798313484,"SLC4A4/KCNK1/SCNN1A/SLC9A7/FXYD3/GPD1L/ATP1B1/ANK3/CHP1/SLC12A2/ATP1A1/CAMK2D",12
"GO:0002691","GO:0002691","regulation of cellular extravasation","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"SELE/PLVAP/CD47/ICAM1",4
"GO:0042417","GO:0042417","dopamine metabolic process","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"ALDH2/TGFB2/GCH1/COMT",4
"GO:0042554","GO:0042554","superoxide anion generation","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"EDN1/SOD2/PRKCD/NOXA1",4
"GO:0048246","GO:0048246","macrophage chemotaxis","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"CXCL17/MTUS1/CCL2/LGALS3",4
"GO:0051154","GO:0051154","negative regulation of striated muscle cell differentiation","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"DKK1/BMP2/PPARA/BHLHE41",4
"GO:0090181","GO:0090181","regulation of cholesterol metabolic process","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"EPHX2/LDLR/ERLIN1/LDLRAP1",4
"GO:0106056","GO:0106056","regulation of calcineurin-mediated signaling","4/842","41/18870",0.10882898097569,0.295648222152708,0.226807945409862,"FHL2/ERBB3/LMCD1/CHP1",4
"GO:0120254","GO:0120254","olefinic compound metabolic process","11/842","162/18870",0.109656876911894,0.29756799018977,0.22828070462681,"CYP3A5/GPX1/BMP2/DHRS3/EPHX2/ADM/ALDH1A3/H6PD/PTGDS/PTGS2/PNPLA2",11
"GO:0038066","GO:0038066","p38MAPK cascade","5/842","57/18870",0.109776106518668,0.29756799018977,0.22828070462681,"BMP2/DAB2IP/ZFP36L1/MAP3K5/ZC3H12A",5
"GO:0044088","GO:0044088","regulation of vacuole organization","5/842","57/18870",0.109776106518668,0.29756799018977,0.22828070462681,"SNX7/ANXA2/FEZ2/EFNB1/RALB",5
"GO:0050714","GO:0050714","positive regulation of protein secretion","10/842","144/18870",0.110560600194109,0.29756799018977,0.22828070462681,"ACHE/EXPH5/KCNN4/WLS/ADAM9/TCF7L2/TGFB2/TM7SF3/HLA-DRB1/FRMD4A",10
"GO:0042471","GO:0042471","ear morphogenesis","9/842","126/18870",0.110698781678102,0.29756799018977,0.22828070462681,"FGFR2/EDN1/GATA3/SOX9/ALDH1A3/TFAP2A/SLC44A4/FZD6/TRIOBP",9
"GO:0032273","GO:0032273","positive regulation of protein polymerization","7/842","91/18870",0.111774967388649,0.29756799018977,0.22828070462681,"MET/CDC42EP5/OCLN/PYCARD/CDC42EP4/CDC42EP1/CTTN",7
"GO:0097581","GO:0097581","lamellipodium organization","7/842","91/18870",0.111774967388649,0.29756799018977,0.22828070462681,"EPHA2/ABLIM1/OCLN/KANK1/RREB1/ABI1/CTTN",7
"GO:0002357","GO:0002357","defense response to tumor cell","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"KLF4/TNFRSF10B",2
"GO:0006264","GO:0006264","mitochondrial DNA replication","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"POLG2/RRM2B",2
"GO:0006596","GO:0006596","polyamine biosynthetic process","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"SMOX/OAZ3",2
"GO:0007175","GO:0007175","negative regulation of epidermal growth factor-activated receptor activity","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"GPRC5A/ERRFI1",2
"GO:0021978","GO:0021978","telencephalon regionalization","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"BMP2/ADGRG1",2
"GO:0031392","GO:0031392","regulation of prostaglandin biosynthetic process","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"CD74/PTGS2",2
"GO:0032306","GO:0032306","regulation of prostaglandin secretion","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"EDN1/PTGES",2
"GO:0032308","GO:0032308","positive regulation of prostaglandin secretion","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"EDN1/PTGES",2
"GO:0032530","GO:0032530","regulation of microvillus organization","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"KLF5/PODXL",2
"GO:0033079","GO:0033079","immature T cell proliferation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ERBB2/BMI1",2
"GO:0033080","GO:0033080","immature T cell proliferation in thymus","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ERBB2/BMI1",2
"GO:0034145","GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"LTF/WDFY1",2
"GO:0034333","GO:0034333","adherens junction assembly","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"RAMP2/DLG5",2
"GO:0035331","GO:0035331","negative regulation of hippo signaling","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"WWC1/DLG5",2
"GO:0036363","GO:0036363","transforming growth factor beta activation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ITGB6/ITGB8",2
"GO:0043379","GO:0043379","memory T cell differentiation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"HLA-DRA/HLA-DRB1",2
"GO:0043568","GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"CDH3/IGFBP3",2
"GO:0045916","GO:0045916","negative regulation of complement activation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"SUSD4/CD59",2
"GO:0045986","GO:0045986","negative regulation of smooth muscle contraction","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"DOCK5/PTGS2",2
"GO:0046541","GO:0046541","saliva secretion","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"KCNN4/AQP1",2
"GO:0060100","GO:0060100","positive regulation of phagocytosis, engulfment","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ITGA2/C3",2
"GO:0061000","GO:0061000","negative regulation of dendritic spine development","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"PTPRS/EFNA1",2
"GO:0061029","GO:0061029","eyelid development in camera-type eye","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"EGFR/TFAP2A",2
"GO:0061430","GO:0061430","bone trabecula morphogenesis","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"PLXNB1/SFRP1",2
"GO:0061517","GO:0061517","macrophage proliferation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"CX3CL1/CLU",2
"GO:0070486","GO:0070486","leukocyte aggregation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"JAM2/S100A9",2
"GO:0071361","GO:0071361","cellular response to ethanol","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ITPR2/SOD2",2
"GO:0090153","GO:0090153","regulation of sphingolipid biosynthetic process","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"PRKCD/SAMD8",2
"GO:0090177","GO:0090177","establishment of planar polarity involved in neural tube closure","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"SFRP1/NPHP3",2
"GO:1900103","GO:1900103","positive regulation of endoplasmic reticulum unfolded protein response","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"AGR2/DAB2IP",2
"GO:1901862","GO:1901862","negative regulation of muscle tissue development","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"SOX15/YBX3",2
"GO:1903977","GO:1903977","positive regulation of glial cell migration","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"CX3CL1/RRAS2",2
"GO:1905038","GO:1905038","regulation of membrane lipid metabolic process","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"PRKCD/SAMD8",2
"GO:1905155","GO:1905155","positive regulation of membrane invagination","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ITGA2/C3",2
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"CLU/LDLR",2
"GO:1905939","GO:1905939","regulation of gonad development","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"SOX9/INSR",2
"GO:2000317","GO:2000317","negative regulation of T-helper 17 type immune response","2/842","13/18870",0.112088390923501,0.29756799018977,0.22828070462681,"ASCL2/ZC3H12A",2
"GO:0009880","GO:0009880","embryonic pattern specification","6/842","74/18870",0.11223754949442,0.297655838343785,0.228348097757656,"FGFR2/MEIS2/SMAD3/SEMA3F/EFNB1/LAMA5",6
"GO:0060415","GO:0060415","muscle tissue morphogenesis","6/842","74/18870",0.11223754949442,0.297655838343785,0.228348097757656,"FGFR2/BMP2/TGFB2/TGFBR3/HEG1/BMPR1A",6
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","20/842","334/18870",0.11239277689331,0.297913463920304,0.228545736448902,"EDN1/CEACAM1/SCD5/ASS1/PTGES/CLN3/PER2/PHGDH/ALDH1A3/SERINC5/PYCARD/OAT/ACSS1/GGT7/CD74/SHMT1/ERLIN1/GSTM4/PTGDS/PTGS2",20
"GO:0002218","GO:0002218","activation of innate immune response","17/842","276/18870",0.112626442333444,0.298224585817365,0.228784415097908,"LTF/S100A14/DAB2IP/PTPRS/LGR4/FOSL1/TICAM1/PYCARD/CD40/HEXIM1/TIFA/BCL10/TSPAN6/WDFY1/IKBKB/GBP2/IRF1",17
"GO:0021537","GO:0021537","telencephalon development","17/842","276/18870",0.112626442333444,0.298224585817365,0.228784415097908,"ANXA3/EGFR/BMP2/DAB2IP/PTPRS/NFIB/AQP1/TACC2/ROBO1/ALDH1A3/ADGRG1/MKKS/CDK6/ZSWIM6/HES1/SLC2A1/SYNE2",17
"GO:0016052","GO:0016052","carbohydrate catabolic process","11/842","163/18870",0.113148147102183,0.299296981169209,0.229607108312999,"SLC4A4/ALDOA/GK5/INSR/AGL/LRP5/GPD2/PPARA/FBP1/PYGB/IER3",11
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","11/842","163/18870",0.113148147102183,0.299296981169209,0.229607108312999,"CX3CL1/ERBB3/CLCF1/CCND1/CLN3/CLU/IL6ST/CCL2/SOD2/OXR1/PRKCI",11
"GO:0035967","GO:0035967","cellular response to topologically incorrect protein","8/842","109/18870",0.11406660401553,0.301570934018378,0.231351582099865,"CREB3L1/AGR2/ERMP1/CCND1/DAB2IP/HSPB8/TM7SF3/AMFR",8
"GO:0050671","GO:0050671","positive regulation of lymphocyte proliferation","10/842","145/18870",0.114301669452545,0.302036714385421,0.231708907732646,"CLCF1/TGFBR2/IL6ST/TICAM1/PYCARD/CD40/EFNB1/CD74/BMI1/HES1",10
"GO:0021987","GO:0021987","cerebral cortex development","9/842","127/18870",0.114724265976768,0.302841358823902,0.232326194555981,"EGFR/DAB2IP/PTPRS/TACC2/ROBO1/ADGRG1/MKKS/SLC2A1/SYNE2",9
"GO:0051099","GO:0051099","positive regulation of binding","9/842","127/18870",0.114724265976768,0.302841358823902,0.232326194555981,"MET/GATA3/BMP2/CLDN5/ANXA2/TCF7L2/AMFR/HES1/RALB",9
"GO:0006749","GO:0006749","glutathione metabolic process","5/842","58/18870",0.115989168487326,0.305800806918554,0.23459654929381,"GPX1/GSTO2/SOD2/GGT7/GSTM4",5
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","5/842","58/18870",0.115989168487326,0.305800806918554,0.23459654929381,"STON1/PLAT/RGS14/PLEKHA1/F3",5
"GO:0048872","GO:0048872","homeostasis of number of cells","19/842","316/18870",0.116024248442875,0.305800806918554,0.23459654929381,"CXCL6/SLC40A1/GATA3/EMCN/SOX9/PLA2G2A/LGR4/ZFP36L1/MB/ADGRG1/TGFBR3/EPAS1/CDK6/RPS17/CD74/FAS/BCL10/PIK3CB/ARMCX1",19
"GO:0001709","GO:0001709","cell fate determination","4/842","42/18870",0.116282770224347,0.305853501784962,0.234636974412205,"GATA3/KLF4/NOTCH2/HES1",4
"GO:0009394","GO:0009394","2'-deoxyribonucleotide metabolic process","4/842","42/18870",0.116282770224347,0.305853501784962,0.234636974412205,"NT5C2/SHMT1/RRM2B/NUDT15",4
"GO:0032941","GO:0032941","secretion by tissue","4/842","42/18870",0.116282770224347,0.305853501784962,0.234636974412205,"AGR2/KCNN4/AQP1/VAMP8",4
"GO:0045922","GO:0045922","negative regulation of fatty acid metabolic process","4/842","42/18870",0.116282770224347,0.305853501784962,0.234636974412205,"CEACAM1/SOX9/PLIN5/ERLIN1",4
"GO:0022406","GO:0022406","membrane docking","7/842","92/18870",0.116617304149366,0.306105503061463,0.234830298394834,"CLN3/CAV2/CHP1/ICAM1/VAMP8/RAB3D/RALB",7
"GO:0031640","GO:0031640","killing of cells of another organism","7/842","92/18870",0.116617304149366,0.306105503061463,0.234830298394834,"LTF/CXCL6/PLA2G2A/GBP1/APOL1/GBP3/GBP2",7
"GO:0050886","GO:0050886","endocrine process","7/842","92/18870",0.116617304149366,0.306105503061463,0.234830298394834,"EDN1/GATA3/AQP1/GJA1/RPS6KA2/RAB11FIP1/CRY1",7
"GO:0141061","GO:0141061","disruption of cell in another organism","7/842","92/18870",0.116617304149366,0.306105503061463,0.234830298394834,"LTF/CXCL6/PLA2G2A/GBP1/APOL1/GBP3/GBP2",7
"GO:0001783","GO:0001783","B cell apoptotic process","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"TNFRSF21/CD74/BCL10",3
"GO:0010460","GO:0010460","positive regulation of heart rate","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"EDN1/ADM/GCH1",3
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"ITGA2/CREB3L1/RGCC",3
"GO:0010818","GO:0010818","T cell chemotaxis","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"ADAM10/SLC12A2/CXCL16",3
"GO:0010884","GO:0010884","positive regulation of lipid storage","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"PLIN5/C3/ZC3H12A",3
"GO:0021801","GO:0021801","cerebral cortex radial glia-guided migration","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"DAB2IP/ADGRG1/SYNE2",3
"GO:0022030","GO:0022030","telencephalon glial cell migration","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"DAB2IP/ADGRG1/SYNE2",3
"GO:0036296","GO:0036296","response to increased oxygen levels","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"SOD2/FOXO1/FAS",3
"GO:0044827","GO:0044827","modulation by host of viral genome replication","3/842","27/18870",0.117375878034628,0.306684094976876,0.235274167945647,"ZC3H12A/TMEM41B/STOM",3
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","6/842","75/18870",0.117682997648381,0.306861258230069,0.235410079581328,"CREB3L1/AGR2/ERMP1/CCND1/DAB2IP/AMFR",6
"GO:0035924","GO:0035924","cellular response to vascular endothelial growth factor stimulus","6/842","75/18870",0.117682997648381,0.306861258230069,0.235410079581328,"DAB2IP/FLT1/ROBO1/RAMP2/PIK3CB/MT1G",6
"GO:0042246","GO:0042246","tissue regeneration","6/842","75/18870",0.117682997648381,0.306861258230069,0.235410079581328,"SOX15/KLF5/GPX1/YAP1/PTGFRN/CD9",6
"GO:0090559","GO:0090559","regulation of membrane permeability","6/842","75/18870",0.117682997648381,0.306861258230069,0.235410079581328,"TJP2/EYA2/BBC3/F11R/HEG1/IER3",6
"GO:0001508","GO:0001508","action potential","10/842","146/18870",0.118113083916918,0.307669886952702,0.236030422967276,"CLN3/CXADR/GPD1L/DSG2/ATP1B1/GJA1/ANK3/USP53/ATP1A1/CAMK2D",10
"GO:0046434","GO:0046434","organophosphate catabolic process","10/842","146/18870",0.118113083916918,0.307669886952702,0.236030422967276,"PDE8B/NT5E/ENTPD5/GPD1L/LDLR/SUCLG2/NT5C2/PRKCD/NUDT4/NUDT15",10
"GO:1905952","GO:1905952","regulation of lipid localization","12/842","183/18870",0.118203632896265,0.307749458439059,0.236091466613006,"EDN1/PTGES/ACSL5/ANXA2/PLIN5/C3/PRKCD/PPARA/ZC3H12A/CRY1/LDLRAP1/PNPLA2",12
"GO:0014013","GO:0014013","regulation of gliogenesis","8/842","110/18870",0.118511317134188,0.308081371303219,0.236346095151704,"BMP2/CLCF1/IL6ST/LDLR/ASCL2/HES1/PRKCI/TMEM98",8
"GO:0018210","GO:0018210","peptidyl-threonine modification","8/842","110/18870",0.118511317134188,0.308081371303219,0.236346095151704,"TGFBR2/TNKS1BP1/CAB39/PRKCD/SPRED2/GALNT3/HIPK3/CAMK2D",8
"GO:1902476","GO:1902476","chloride transmembrane transport","8/842","110/18870",0.118511317134188,0.308081371303219,0.236346095151704,"GABRP/GABRE/BEST1/FXYD3/CLIC3/CLDN4/SLC12A2/APOL1",8
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","9/842","128/18870",0.118829438158121,0.308751868446302,0.236860470236791,"LTF/SFN/GPX1/DHCR24/SORL1/AQP1/KLF4/SERPINB1/GAS6",9
"GO:0016053","GO:0016053","organic acid biosynthetic process","20/842","337/18870",0.119747333310821,0.310979277241113,0.238569237530099,"EDN1/CEACAM1/SCD5/ASS1/PTGES/CLN3/PER2/PHGDH/ALDH1A3/SERINC5/PYCARD/OAT/ACSS1/GGT7/CD74/SHMT1/ERLIN1/GSTM4/PTGDS/PTGS2",20
"GO:0050796","GO:0050796","regulation of insulin secretion","11/842","165/18870",0.120319259444393,0.312306417859458,0.239587359792851,"FAM3D/EFNA5/PDE8B/PER2/IRS1/TCF7L2/LRP5/TM7SF3/FOXO1/SFRP1/HLA-DRB1",11
"GO:0048525","GO:0048525","negative regulation of viral process","7/842","93/18870",0.121567131917743,0.315385847044059,0.24194975859677,"LTF/SLPI/PLSCR1/HEXIM1/MX1/APOBEC3C/IFITM1",7
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","10/842","147/18870",0.121994397422633,0.316334309595897,0.24267737617253,"DKK1/SOX9/SSH3/SORL1/ADD3/CLU/KANK1/MKKS/PRKCD/TRIOBP",10
"GO:0006470","GO:0006470","protein dephosphorylation","13/842","203/18870",0.122298573366523,0.316496657774521,0.24280192235301,"PTPRK/PPP1R1B/PTPRS/PTPN14/PTPRB/PTPRF/PTPN13/DUSP5/LGALS3/PRKCD/SWAP70/IKBKB/PPP2R5A",13
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/842","59/18870",0.122365543452306,0.316496657774521,0.24280192235301,"SUSD4/CEACAM1/AHR/ASCL2/ZC3H12A",5
"GO:0010574","GO:0010574","regulation of vascular endothelial growth factor production","5/842","59/18870",0.122365543452306,0.316496657774521,0.24280192235301,"CXCL17/IL6ST/C3/NDRG2/PTGS2",5
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","5/842","59/18870",0.122365543452306,0.316496657774521,0.24280192235301,"IFT172/LIMK2/CHP1/SLK/CCDC88C",5
"GO:0060038","GO:0060038","cardiac muscle cell proliferation","5/842","59/18870",0.122365543452306,0.316496657774521,0.24280192235301,"FGFR2/YAP1/TGFB2/TGFBR3/BMPR1A",5
"GO:0030512","GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","8/842","111/18870",0.123047073862073,0.318099013023473,0.244031176833843,"BMP2/SLC2A10/CAV2/BCL9L/SPRY1/TGFBR3/PPARA/SPRED2",8
"GO:0086003","GO:0086003","cardiac muscle cell contraction","6/842","76/18870",0.123257892380851,0.318323126898985,0.244203106863635,"STC1/GPD1L/DSG2/GJA1/ATP1A1/CAMK2D",6
"GO:2000242","GO:2000242","negative regulation of reproductive process","6/842","76/18870",0.123257892380851,0.318323126898985,0.244203106863635,"SHB/GJA1/PLAT/YBX3/RPS6KA2/PTGDS",6
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","4/842","43/18870",0.123952653704626,0.31863124594832,0.244439481863669,"CLCF1/STAT6/CD40/C3",4
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","4/842","43/18870",0.123952653704626,0.31863124594832,0.244439481863669,"CLCF1/STAT6/CD40/C3",4
