"CpG","sample_id","Beta_value","sample_type","group","chr","pos","UCSC_RefGene_Name","UCSC_RefGene_Group","Position","Gene_Region","Label.x","Label.y"
"cg15199326","TCGA-2A-A8VX-01",0.8364,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A9OT-01",0.6797,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KC-A7FA-01",0.4527,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6373-11",0.1701,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6370-01",0.2185,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5771-01",0.3681,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-YL-A8SJ-01",0.5864,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7738-01",0.5779,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A6RA-01",0.3676,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-8198-01",0.5842,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7123-01",0.6592,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-2A-A8W1-01",0.6502,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6363-01",0.5643,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-ZG-A9L2-01",0.3732,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-7749-01",0.6299,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5768-01",0.6373,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-KK-A6E7-01",0.7267,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6332-01",0.733,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A46G-01",0.699,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A9OX-01",0.4794,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-J4-A6G3-01",0.351,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-VN-A88L-01",0.5285,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-7312-01",0.7227,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-V1-A8MM-01",0.6496,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-A65F-01",0.7247,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6498-01",0.5775,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5505-01",0.5632,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-CH-5761-11",0.2253,"Solid Tissue Normal","Normal","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-HC-8261-01",0.515,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-XQ-A8TB-01",0.4831,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-G9-6329-01",0.4628,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg15199326","TCGA-EJ-5496-01",0.5528,"Primary Tumor","Tumor","chr6",2842005,"SERPINB1","5'UTR","chr6:2842005","5'UTR","CpG-5 (chr6:2842005)","CpG-4 (chr6:2842005)"
"cg00031256","TCGA-G9-6343-01",0.5355,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A8IA-01",0.6576,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A6E4-01",0.6748,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-AB20-01",0.575,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-H9-7775-01",0.6506,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-XJ-A9DX-01",0.622,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A6E6-01",0.6157,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6339-01",0.5546,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5509-01",0.5192,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5521-01",0.5698,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A8SB-01",0.6666,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A9OF-01",0.7693,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5754-01",0.415,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7125-01",0.6527,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7797-01",0.4809,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A9WI-01",0.7411,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7314-01",0.4794,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-XA-A8JR-01",0.532,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7781-01",0.3609,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-QU-A6IN-01",0.7847,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5751-01",0.5226,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A8WL-01",0.5476,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-A6AO-01",0.7011,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A7B3-01",0.6495,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-XK-AAJT-01",0.591,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-AB27-01",0.4739,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5788-01",0.7504,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A8I5-01",0.6467,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A8S9-01",0.8924,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5761-01",0.6425,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A7AZ-01",0.3139,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6366-01",0.5886,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7819-01",0.6498,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KC-A4BN-01",0.5555,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A8IG-01",0.5237,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-ZG-A8QW-01",0.4024,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7786-01",0.5381,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-J4-A83K-01",0.5321,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A8HK-01",0.3499,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5501-01",0.4293,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-8470-01",0.5758,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-J9-A8CL-01",0.6141,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-A7NF-01",0.6648,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5762-11",0.2496,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-XK-AAJA-01",0.656,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7330-01",0.4158,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-VP-AA1N-01",0.5652,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5524-01",0.3922,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A6E8-01",0.7836,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7821-01",0.6515,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7209-01",0.5283,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7742-01",0.2439,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6351-01",0.4752,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-8474-01",0.6945,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7075-01",0.7416,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-J9-A8CP-01",0.4851,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KK-A8IM-01",0.3199,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6348-01",0.3926,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5789-01",0.2268,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KC-A7F6-01",0.619,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6333-11",0.084,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-KC-A4BL-01",0.3442,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-J4-A67Q-01",0.5308,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-2A-A8VL-01",0.5175,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A9ZK-01",0.4863,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A9O5-01",0.4336,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-VP-A879-01",0.4731,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7819-11",0.232,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-VN-A88Q-01",0.5002,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7737-01",0.4108,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A8WS-01",0.5999,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-8213-01",0.7823,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-M7-A721-01",0.5041,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-ZG-A9LZ-01",0.6098,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-CH-5765-01",0.6413,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A8WW-01",0.6406,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-A48F-01",0.771,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A9OQ-01",0.6629,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5514-01",0.6068,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6384-01",0.4278,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-V1-A9ZG-01",0.3334,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A8HM-01",0.6231,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6377-01",0.5557,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-M7-A722-01",0.6323,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-G9-6361-01",0.6509,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5511-01",0.6996,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-ZG-A9KY-01",0.5558,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7784-11",0.1269,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-ZG-A9LN-01",0.2731,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5526-01",0.5038,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-HC-7820-11",0.022,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YJ-A8SW-01",0.6812,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7794-01",0.463,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-A46B-01",0.455,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-5542-01",0.5149,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-YL-A9WJ-01",0.4371,"Primary Tumor","Tumor","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
"cg00031256","TCGA-EJ-7328-11",0.2767,"Solid Tissue Normal","Normal","chr6",2842255,"SERPINB1","TSS200","chr6:2842255","Promoter","CpG-6 (chr6:2842255)","CpG-5 (chr6:2842255)"
