"CpG","sample_id","Beta_value"
"cg07635623","TCGA-2A-A8VX-01",0.7858
"cg07635623","TCGA-2A-A8W1-01",0.4884
"cg07635623","TCGA-2A-A8W3-01",0.4675
"cg07635623","TCGA-2A-AAYF-01",0.5839
"cg07635623","TCGA-2A-AAYO-01",0.6198
"cg07635623","TCGA-2A-AAYU-01",0.0206
"cg07635623","TCGA-4L-AA1F-01",0.4589
"cg07635623","TCGA-CH-5737-01",0.716
"cg07635623","TCGA-CH-5738-01",0.5457
"cg07635623","TCGA-CH-5739-01",0.6519
"cg07635623","TCGA-CH-5740-01",0.5922
"cg07635623","TCGA-CH-5741-01",0.6918
"cg07635623","TCGA-CH-5743-01",0.0158
"cg07635623","TCGA-CH-5744-01",0.5557
"cg07635623","TCGA-CH-5745-01",0.5535
"cg07635623","TCGA-CH-5746-01",0.3972
"cg07635623","TCGA-CH-5748-01",0.4825
"cg07635623","TCGA-CH-5750-01",0.5201
"cg07635623","TCGA-CH-5751-01",0.4436
"cg07635623","TCGA-CH-5752-01",0.6578
"cg07635623","TCGA-CH-5753-01",0.6317
"cg07635623","TCGA-CH-5754-01",0.5095
"cg07635623","TCGA-CH-5761-01",0.51
"cg07635623","TCGA-CH-5762-01",0.5019
"cg07635623","TCGA-CH-5763-01",0.2861
"cg07635623","TCGA-CH-5764-01",0.5434
"cg07635623","TCGA-CH-5765-01",0.6336
"cg07635623","TCGA-CH-5766-01",0.4647
"cg07635623","TCGA-CH-5767-01",0.6866
"cg07635623","TCGA-CH-5768-01",0.6169
"cg07635623","TCGA-CH-5769-01",0.5608
"cg07635623","TCGA-CH-5771-01",0.4437
"cg07635623","TCGA-CH-5772-01",0.5547
"cg07635623","TCGA-CH-5788-01",0.7273
"cg07635623","TCGA-CH-5789-01",0.0563
"cg07635623","TCGA-CH-5790-01",0.6723
"cg07635623","TCGA-CH-5791-01",0.5907
"cg07635623","TCGA-CH-5792-01",0.4955
"cg07635623","TCGA-CH-5794-01",0.56
"cg07635623","TCGA-EJ-5494-01",0.5789
"cg07635623","TCGA-EJ-5495-01",0.5159
"cg07635623","TCGA-EJ-5496-01",0.5434
"cg07635623","TCGA-EJ-5497-01",0.5312
"cg07635623","TCGA-EJ-5498-01",0.3119
"cg07635623","TCGA-EJ-5499-01",0.4745
"cg07635623","TCGA-EJ-5501-01",0.5062
"cg07635623","TCGA-EJ-5502-01",0.4332
"cg07635623","TCGA-EJ-5503-01",0.2478
"cg07635623","TCGA-EJ-5504-01",0.5658
"cg07635623","TCGA-EJ-5505-01",0.4702
"cg07635623","TCGA-EJ-5506-01",0.2755
"cg07635623","TCGA-EJ-5507-01",0.4919
"cg07635623","TCGA-EJ-5508-01",0.4952
"cg07635623","TCGA-EJ-5509-01",0.5465
"cg07635623","TCGA-EJ-5510-01",0.4667
"cg07635623","TCGA-EJ-5511-01",0.5306
"cg07635623","TCGA-EJ-5512-01",0.4891
"cg07635623","TCGA-EJ-5514-01",0.3513
"cg07635623","TCGA-EJ-5515-01",0.2759
"cg07635623","TCGA-EJ-5516-01",0.4278
"cg07635623","TCGA-EJ-5517-01",0.0998
"cg07635623","TCGA-EJ-5518-01",0.5484
"cg07635623","TCGA-EJ-5519-01",0.6315
"cg07635623","TCGA-EJ-5521-01",0.5537
"cg07635623","TCGA-EJ-5522-01",0.4631
"cg07635623","TCGA-EJ-5524-01",0.5128
"cg07635623","TCGA-EJ-5525-01",0.694
"cg07635623","TCGA-EJ-5526-01",0.5525
"cg07635623","TCGA-EJ-5527-01",0.5136
"cg07635623","TCGA-EJ-5530-01",0.6494
"cg07635623","TCGA-EJ-5531-01",0.4143
"cg07635623","TCGA-EJ-5532-01",0.5619
"cg07635623","TCGA-EJ-5542-01",0.5495
"cg07635623","TCGA-EJ-7115-01",0.6021
"cg07635623","TCGA-EJ-7123-01",0.5966
"cg07635623","TCGA-EJ-7125-01",0.5849
"cg07635623","TCGA-EJ-7218-01",0.3632
"cg07635623","TCGA-EJ-7312-01",0.6623
"cg07635623","TCGA-EJ-7314-01",0.5636
"cg07635623","TCGA-EJ-7315-01",0.5954
"cg07635623","TCGA-EJ-7317-01",0.5226
"cg07635623","TCGA-EJ-7318-01",0.5872
"cg07635623","TCGA-EJ-7321-01",0.597
"cg07635623","TCGA-EJ-7325-01",0.6713
"cg07635623","TCGA-EJ-7327-01",0.5749
"cg07635623","TCGA-EJ-7328-01",0.5153
"cg07635623","TCGA-EJ-7330-01",0.4821
"cg07635623","TCGA-EJ-7331-01",0.5356
"cg07635623","TCGA-EJ-7781-01",0.4709
"cg07635623","TCGA-EJ-7782-01",0.6532
"cg07635623","TCGA-EJ-7783-01",0.5027
"cg07635623","TCGA-EJ-7784-01",0.6946
"cg07635623","TCGA-EJ-7785-01",0.4772
"cg07635623","TCGA-EJ-7786-01",0.4361
"cg07635623","TCGA-EJ-7788-01",0.5851
"cg07635623","TCGA-EJ-7789-01",0.8346
"cg07635623","TCGA-EJ-7791-01",0.3809
"cg07635623","TCGA-EJ-7792-01",0.1936
"cg07635623","TCGA-EJ-7793-01",0.3606
"cg07635623","TCGA-EJ-7794-01",0.463
"cg07635623","TCGA-EJ-7797-01",0.5092
"cg07635623","TCGA-EJ-8468-01",0.6033
"cg07635623","TCGA-EJ-8469-01",0.7176
"cg07635623","TCGA-EJ-8470-01",0.5683
"cg07635623","TCGA-EJ-8472-01",0.6844
"cg07635623","TCGA-EJ-8474-01",0.6507
"cg07635623","TCGA-EJ-A46B-01",0.332
"cg07635623","TCGA-EJ-A46D-01",0.2753
"cg07635623","TCGA-EJ-A46E-01",0.0765
"cg07635623","TCGA-EJ-A46F-01",0.7994
"cg07635623","TCGA-EJ-A46G-01",0.6488
"cg07635623","TCGA-EJ-A46H-01",0.0166
"cg07635623","TCGA-EJ-A46I-01",0.4161
"cg07635623","TCGA-EJ-A65B-01",0.3336
"cg07635623","TCGA-EJ-A65D-01",0.9064
"cg07635623","TCGA-EJ-A65E-01",0.4847
"cg07635623","TCGA-EJ-A65F-01",0.6474
"cg07635623","TCGA-EJ-A65G-01",0.189
"cg07635623","TCGA-EJ-A65J-01",0.0652
"cg07635623","TCGA-EJ-A65M-01",0.5829
"cg07635623","TCGA-EJ-A6RA-01",0.3298
"cg07635623","TCGA-EJ-A6RC-01",0.4501
"cg07635623","TCGA-EJ-A7NF-01",0.6366
"cg07635623","TCGA-EJ-A7NG-01",0.1566
"cg07635623","TCGA-EJ-A7NH-01",0.4099
"cg07635623","TCGA-EJ-A7NJ-01",0.2916
"cg07635623","TCGA-EJ-A7NK-01",0.2495
"cg07635623","TCGA-EJ-A7NM-01",0.5257
"cg07635623","TCGA-EJ-A7NN-01",0.1249
"cg07635623","TCGA-EJ-A8FN-01",0.2786
"cg07635623","TCGA-EJ-A8FO-01",0.3885
"cg07635623","TCGA-EJ-A8FP-01",0.2199
"cg07635623","TCGA-EJ-A8FS-01",0.6725
"cg07635623","TCGA-EJ-A8FU-01",0.0862
"cg07635623","TCGA-EJ-AB20-01",0.1123
"cg07635623","TCGA-EJ-AB27-01",0.4385
"cg07635623","TCGA-FC-7708-01",0.4825
"cg07635623","TCGA-FC-7961-01",0.5528
"cg07635623","TCGA-FC-A4JI-01",0.0153
"cg07635623","TCGA-FC-A5OB-01",0.682
"cg07635623","TCGA-FC-A66V-01",0.0179
"cg07635623","TCGA-FC-A6HD-01",0.6808
"cg07635623","TCGA-FC-A8O0-01",0.0126
"cg07635623","TCGA-G9-6329-01",0.4391
"cg07635623","TCGA-G9-6332-01",0.6495
"cg07635623","TCGA-G9-6333-01",0.5312
"cg07635623","TCGA-G9-6336-01",0.4694
"cg07635623","TCGA-G9-6338-01",0.6804
"cg07635623","TCGA-G9-6339-01",0.5598
"cg07635623","TCGA-G9-6342-01",0.5515
"cg07635623","TCGA-G9-6343-01",0.3839
"cg07635623","TCGA-G9-6347-01",0.4132
"cg07635623","TCGA-G9-6348-01",0.4252
"cg07635623","TCGA-G9-6351-01",0.4591
"cg07635623","TCGA-G9-6353-01",0.3486
"cg07635623","TCGA-G9-6354-01",0.4368
"cg07635623","TCGA-G9-6356-01",0.4796
"cg07635623","TCGA-G9-6361-01",0.6702
"cg07635623","TCGA-G9-6362-01",0.5033
"cg07635623","TCGA-G9-6363-01",0.5706
"cg07635623","TCGA-G9-6364-01",0.0726
"cg07635623","TCGA-G9-6365-01",0.5298
"cg07635623","TCGA-G9-6366-01",0.5733
"cg07635623","TCGA-G9-6367-01",0.015
"cg07635623","TCGA-G9-6369-01",0.758
"cg07635623","TCGA-G9-6370-01",0.2125
"cg07635623","TCGA-G9-6371-01",0.5827
"cg07635623","TCGA-G9-6373-01",0.3564
"cg07635623","TCGA-G9-6377-01",0.5843
"cg07635623","TCGA-G9-6378-01",0.0238
"cg07635623","TCGA-G9-6379-01",0.4823
"cg07635623","TCGA-G9-6384-01",0.5093
"cg07635623","TCGA-G9-6385-01",0.3665
"cg07635623","TCGA-G9-6494-01",0.4931
"cg07635623","TCGA-G9-6496-01",0.6803
"cg07635623","TCGA-G9-6498-01",0.4316
"cg07635623","TCGA-G9-6499-01",0.4002
"cg07635623","TCGA-G9-7509-01",0.5187
"cg07635623","TCGA-G9-7510-01",0.5429
"cg07635623","TCGA-G9-7519-01",0.4559
"cg07635623","TCGA-G9-7521-01",0.5122
"cg07635623","TCGA-G9-7522-01",0.3096
"cg07635623","TCGA-G9-7523-01",0.5144
"cg07635623","TCGA-G9-7525-01",0.6055
"cg07635623","TCGA-G9-A9S0-01",0.3442
"cg07635623","TCGA-G9-A9S4-01",0.6023
"cg07635623","TCGA-G9-A9S7-01",0.5705
"cg07635623","TCGA-H9-7775-01",0.6654
"cg07635623","TCGA-H9-A6BX-01",0.0189
"cg07635623","TCGA-H9-A6BY-01",0.6494
"cg07635623","TCGA-HC-7075-01",0.6822
"cg07635623","TCGA-HC-7077-01",0.7855
"cg07635623","TCGA-HC-7078-01",0.6117
"cg07635623","TCGA-HC-7079-01",0.1066
"cg07635623","TCGA-HC-7080-01",0.8101
"cg07635623","TCGA-HC-7081-01",0.5625
"cg07635623","TCGA-HC-7209-01",0.5594
"cg07635623","TCGA-HC-7210-01",0.5067
"cg07635623","TCGA-HC-7211-01",0.4116
"cg07635623","TCGA-HC-7212-01",0.6535
"cg07635623","TCGA-HC-7213-01",0.6419
"cg07635623","TCGA-HC-7230-01",0.696
"cg07635623","TCGA-HC-7231-01",0.6355
"cg07635623","TCGA-HC-7232-01",0.5702
"cg07635623","TCGA-HC-7233-01",0.5408
"cg07635623","TCGA-HC-7736-01",0.5635
"cg07635623","TCGA-HC-7737-01",0.4419
"cg07635623","TCGA-HC-7738-01",0.6032
"cg07635623","TCGA-HC-7740-01",0.35745
"cg07635623","TCGA-HC-7742-01",0.0272
"cg07635623","TCGA-HC-7744-01",0.6615
"cg07635623","TCGA-HC-7745-01",0.4927
"cg07635623","TCGA-HC-7747-01",0.3489
"cg07635623","TCGA-HC-7748-01",0.5394
"cg07635623","TCGA-HC-7749-01",0.5895
"cg07635623","TCGA-HC-7750-01",0.2933
"cg07635623","TCGA-HC-7752-01",0.7775
"cg07635623","TCGA-HC-7817-01",0.0476
"cg07635623","TCGA-HC-7818-01",0.5583
"cg07635623","TCGA-HC-7819-01",0.6473
"cg07635623","TCGA-HC-7820-01",0.5165
"cg07635623","TCGA-HC-7821-01",0.6687
"cg07635623","TCGA-HC-8213-01",0.7389
"cg07635623","TCGA-HC-8216-01",0.5166
"cg07635623","TCGA-HC-8256-01",0.5723
"cg07635623","TCGA-HC-8257-01",0.5829
"cg07635623","TCGA-HC-8258-01",0.292
"cg07635623","TCGA-HC-8259-01",0.5466
"cg07635623","TCGA-HC-8260-01",0.4411
"cg07635623","TCGA-HC-8261-01",0.49315
"cg07635623","TCGA-HC-8262-01",0.5985
"cg07635623","TCGA-HC-8264-01",0.6314
"cg07635623","TCGA-HC-8265-01",0.5771
"cg07635623","TCGA-HC-8266-01",0.4955
"cg07635623","TCGA-HC-A48F-01",0.7647
"cg07635623","TCGA-HC-A4ZV-01",0.6114
"cg07635623","TCGA-HC-A631-01",0.7857
"cg07635623","TCGA-HC-A632-01",0.4964
"cg07635623","TCGA-HC-A6AL-01",0.5873
"cg07635623","TCGA-HC-A6AN-01",0.6158
"cg07635623","TCGA-HC-A6AO-01",0.6492
"cg07635623","TCGA-HC-A6AP-01",0.4748
"cg07635623","TCGA-HC-A6AQ-01",0.5657
"cg07635623","TCGA-HC-A6AS-01",0.5326
"cg07635623","TCGA-HC-A6HX-01",0.3693
"cg07635623","TCGA-HC-A6HY-01",0.4142
"cg07635623","TCGA-HC-A76W-01",0.5414
"cg07635623","TCGA-HC-A76X-01",0.6921
"cg07635623","TCGA-HC-A8CY-01",0.461
"cg07635623","TCGA-HC-A8D0-01",0.3749
"cg07635623","TCGA-HC-A8D1-01",0.403
"cg07635623","TCGA-HC-A9TE-01",0.5912
"cg07635623","TCGA-HC-A9TH-01",0.0328
"cg07635623","TCGA-HI-7168-01",0.5786
"cg07635623","TCGA-HI-7169-01",0.5499
"cg07635623","TCGA-HI-7170-01",0.4757
"cg07635623","TCGA-HI-7171-01",0.7031
"cg07635623","TCGA-J4-8198-01",0.6033
"cg07635623","TCGA-J4-8200-01",0.3291
"cg07635623","TCGA-J4-A67K-01",0.5882
"cg07635623","TCGA-J4-A67L-01",0.58
"cg07635623","TCGA-J4-A67M-01",0.5074
"cg07635623","TCGA-J4-A67N-01",0.5703
"cg07635623","TCGA-J4-A67O-01",0.4754
"cg07635623","TCGA-J4-A67Q-01",0.555
"cg07635623","TCGA-J4-A67R-01",0.4749
"cg07635623","TCGA-J4-A67S-01",0.5568
"cg07635623","TCGA-J4-A67T-01",0.5178
"cg07635623","TCGA-J4-A6G1-01",0.3578
"cg07635623","TCGA-J4-A6G3-01",0.3098
"cg07635623","TCGA-J4-A6M7-01",0.6902
"cg07635623","TCGA-J4-A83I-01",0.6264
"cg07635623","TCGA-J4-A83J-01",0.609
"cg07635623","TCGA-J4-A83K-01",0.5311
"cg07635623","TCGA-J4-A83L-01",0.4985
"cg07635623","TCGA-J4-A83M-01",0.5721
"cg07635623","TCGA-J4-A83N-01",0.5837
"cg07635623","TCGA-J4-AATV-01",0.2989
"cg07635623","TCGA-J4-AATZ-01",0.551
"cg07635623","TCGA-J4-AAU2-01",0.6201
"cg07635623","TCGA-J9-A52B-01",0.5712
"cg07635623","TCGA-J9-A52C-01",0.4706
"cg07635623","TCGA-J9-A52D-01",0.8942
"cg07635623","TCGA-J9-A52E-01",0.5566
"cg07635623","TCGA-J9-A8CK-01",0.4675
"cg07635623","TCGA-J9-A8CL-01",0.5016
"cg07635623","TCGA-J9-A8CM-01",0.5866
"cg07635623","TCGA-J9-A8CN-01",0.7105
"cg07635623","TCGA-J9-A8CP-01",0.5494
"cg07635623","TCGA-KC-A4BL-01",0.3442
"cg07635623","TCGA-KC-A4BN-01",0.5333
"cg07635623","TCGA-KC-A4BO-01",0.0142
"cg07635623","TCGA-KC-A4BR-01",0.3202
"cg07635623","TCGA-KC-A4BV-01",0.5809
"cg07635623","TCGA-KC-A7F3-01",0.5322
"cg07635623","TCGA-KC-A7F5-01",0.7789
"cg07635623","TCGA-KC-A7F6-01",0.589
"cg07635623","TCGA-KC-A7FA-01",0.4186
"cg07635623","TCGA-KC-A7FD-01",0.6782
"cg07635623","TCGA-KC-A7FE-01",0.3459
"cg07635623","TCGA-KK-A59V-01",0.5328
"cg07635623","TCGA-KK-A59X-01",0.7315
"cg07635623","TCGA-KK-A59Y-01",0.6717
"cg07635623","TCGA-KK-A59Z-01",0.5934
"cg07635623","TCGA-KK-A5A1-01",0.7481
"cg07635623","TCGA-KK-A6DY-01",0.5637
"cg07635623","TCGA-KK-A6E0-01",0.6587
"cg07635623","TCGA-KK-A6E1-01",0.6901
"cg07635623","TCGA-KK-A6E2-01",0.762
"cg07635623","TCGA-KK-A6E3-01",0.3942
"cg07635623","TCGA-KK-A6E4-01",0.6954
"cg07635623","TCGA-KK-A6E5-01",0.6181
"cg07635623","TCGA-KK-A6E6-01",0.6299
"cg07635623","TCGA-KK-A6E7-01",0.597
"cg07635623","TCGA-KK-A6E8-01",0.6518
"cg07635623","TCGA-KK-A7AP-01",0.7038
"cg07635623","TCGA-KK-A7AQ-01",0.6731
"cg07635623","TCGA-KK-A7AU-01",0.7316
"cg07635623","TCGA-KK-A7AV-01",0.5025
"cg07635623","TCGA-KK-A7AW-01",0.61
"cg07635623","TCGA-KK-A7AY-01",0.6281
"cg07635623","TCGA-KK-A7AZ-01",0.0204
"cg07635623","TCGA-KK-A7B0-01",0.4333
"cg07635623","TCGA-KK-A7B1-01",0.5543
"cg07635623","TCGA-KK-A7B2-01",0.3584
"cg07635623","TCGA-KK-A7B3-01",0.5893
"cg07635623","TCGA-KK-A7B4-01",0.6453
"cg07635623","TCGA-KK-A8I4-01",0.4327
"cg07635623","TCGA-KK-A8I5-01",0.684
"cg07635623","TCGA-KK-A8I6-01",0.4917
"cg07635623","TCGA-KK-A8I7-01",0.3242
"cg07635623","TCGA-KK-A8I8-01",0.5953
"cg07635623","TCGA-KK-A8I9-01",0.5222
"cg07635623","TCGA-KK-A8IA-01",0.7201
"cg07635623","TCGA-KK-A8IB-01",0.417
"cg07635623","TCGA-KK-A8IC-01",0.3268
"cg07635623","TCGA-KK-A8ID-01",0.6493
"cg07635623","TCGA-KK-A8IF-01",0.8721
"cg07635623","TCGA-KK-A8IG-01",0.6078
"cg07635623","TCGA-KK-A8IH-01",0.5999
"cg07635623","TCGA-KK-A8II-01",0.795
"cg07635623","TCGA-KK-A8IJ-01",0.55
"cg07635623","TCGA-KK-A8IK-01",0.0134
"cg07635623","TCGA-KK-A8IL-01",0.5864
"cg07635623","TCGA-KK-A8IM-01",0.3447
"cg07635623","TCGA-M7-A71Y-01",0.3518
"cg07635623","TCGA-M7-A71Z-01",0.713
"cg07635623","TCGA-M7-A720-01",0.3088
"cg07635623","TCGA-M7-A721-01",0.5215
"cg07635623","TCGA-M7-A722-01",0.6578
"cg07635623","TCGA-M7-A723-01",0.2569
"cg07635623","TCGA-M7-A724-01",0.8518
"cg07635623","TCGA-M7-A725-01",0.0381
"cg07635623","TCGA-MG-AAMC-01",0.6988
"cg07635623","TCGA-QU-A6IL-01",0.5319
"cg07635623","TCGA-QU-A6IM-01",0.5223
"cg07635623","TCGA-QU-A6IN-01",0.7775
"cg07635623","TCGA-QU-A6IO-01",0.5998
"cg07635623","TCGA-QU-A6IP-01",0.5373
"cg07635623","TCGA-SU-A7E7-01",0.4564
"cg07635623","TCGA-TK-A8OK-01",0.4981
"cg07635623","TCGA-TP-A8TT-01",0.5094
"cg07635623","TCGA-TP-A8TV-01",0.8036
"cg07635623","TCGA-V1-A8MF-01",0.429
"cg07635623","TCGA-V1-A8MG-01",0.4231
"cg07635623","TCGA-V1-A8MJ-01",0.1335
"cg07635623","TCGA-V1-A8MK-01",0.2971
"cg07635623","TCGA-V1-A8ML-01",0.5473
"cg07635623","TCGA-V1-A8MM-01",0.6379
"cg07635623","TCGA-V1-A8MU-01",0.4605
"cg07635623","TCGA-V1-A8WL-01",0.5119
"cg07635623","TCGA-V1-A8WN-01",0.4197
"cg07635623","TCGA-V1-A8WS-01",0.5518
"cg07635623","TCGA-V1-A8WV-01",0.0161
"cg07635623","TCGA-V1-A8WW-01",0.6606
"cg07635623","TCGA-V1-A8X3-01",0.582
"cg07635623","TCGA-V1-A9O5-01",0.0138
"cg07635623","TCGA-V1-A9O7-01",0.4015
"cg07635623","TCGA-V1-A9O9-01",0.5197
"cg07635623","TCGA-V1-A9OA-01",0.5147
"cg07635623","TCGA-V1-A9OF-01",0.6031
"cg07635623","TCGA-V1-A9OH-01",0.4829
"cg07635623","TCGA-V1-A9OL-01",0.5698
"cg07635623","TCGA-V1-A9OQ-01",0.6244
"cg07635623","TCGA-V1-A9OT-01",0.6009
"cg07635623","TCGA-V1-A9OX-01",0.5265
"cg07635623","TCGA-V1-A9OY-01",0.4886
"cg07635623","TCGA-V1-A9Z7-01",0.5371
"cg07635623","TCGA-V1-A9Z8-01",0.4639
"cg07635623","TCGA-V1-A9Z9-01",0.5321
"cg07635623","TCGA-V1-A9ZG-01",0.4384
"cg07635623","TCGA-V1-A9ZI-01",0.2596
"cg07635623","TCGA-V1-A9ZK-01",0.4959
"cg07635623","TCGA-V1-A9ZR-01",0.4651
"cg07635623","TCGA-VN-A88I-01",0.3
"cg07635623","TCGA-VN-A88K-01",0.4468
"cg07635623","TCGA-VN-A88L-01",0.5557
"cg07635623","TCGA-VN-A88M-01",0.5489
"cg07635623","TCGA-VN-A88N-01",0.4146
"cg07635623","TCGA-VN-A88O-01",0.5945
"cg07635623","TCGA-VN-A88P-01",0.6898
"cg07635623","TCGA-VN-A88Q-01",0.5711
"cg07635623","TCGA-VN-A88R-01",0.604
"cg07635623","TCGA-VN-A943-01",0.6097
"cg07635623","TCGA-VP-A872-01",0.5407
"cg07635623","TCGA-VP-A875-01",0.91
"cg07635623","TCGA-VP-A876-01",0.5534
"cg07635623","TCGA-VP-A878-01",0.4102
"cg07635623","TCGA-VP-A879-01",0.5064
"cg07635623","TCGA-VP-A87B-01",0.7927
"cg07635623","TCGA-VP-A87C-01",0.3446
"cg07635623","TCGA-VP-A87D-01",0.0312
"cg07635623","TCGA-VP-A87E-01",0.3639
"cg07635623","TCGA-VP-A87H-01",0.5401
"cg07635623","TCGA-VP-A87J-01",0.4411
"cg07635623","TCGA-VP-A87K-01",0.7589
"cg07635623","TCGA-VP-AA1N-01",0.3041
"cg07635623","TCGA-WW-A8ZI-01",0.8014
"cg07635623","TCGA-X4-A8KQ-01",0.3431
"cg07635623","TCGA-X4-A8KS-01",0.3692
"cg07635623","TCGA-XA-A8JR-01",0.4323
"cg07635623","TCGA-XJ-A83F-01",0.653
"cg07635623","TCGA-XJ-A83G-01",0.5974
"cg07635623","TCGA-XJ-A83H-01",0.5308
"cg07635623","TCGA-XJ-A9DI-01",0.3059
"cg07635623","TCGA-XJ-A9DK-01",0.2065
"cg07635623","TCGA-XJ-A9DQ-01",0.3446
"cg07635623","TCGA-XJ-A9DX-01",0.6635
"cg07635623","TCGA-XK-AAIR-01",0.393
"cg07635623","TCGA-XK-AAIV-01",0.015
"cg07635623","TCGA-XK-AAIW-01",0.625
"cg07635623","TCGA-XK-AAJ3-01",0.6672
"cg07635623","TCGA-XK-AAJA-01",0.6061
"cg07635623","TCGA-XK-AAJP-01",0.6967
"cg07635623","TCGA-XK-AAJR-01",0.4983
"cg07635623","TCGA-XK-AAJT-01",0.5757
"cg07635623","TCGA-XK-AAJU-01",0.0177
"cg07635623","TCGA-XK-AAK1-01",0.6317
"cg07635623","TCGA-XQ-A8TA-01",0.7847
"cg07635623","TCGA-XQ-A8TB-01",0.5238
"cg07635623","TCGA-Y6-A8TL-01",0.527
"cg07635623","TCGA-Y6-A9XI-01",0.2003
"cg07635623","TCGA-YJ-A8SW-01",0.6835
"cg07635623","TCGA-YL-A8HJ-01",0.3929
"cg07635623","TCGA-YL-A8HK-01",0.4422
"cg07635623","TCGA-YL-A8HL-01",0.6179
"cg07635623","TCGA-YL-A8HM-01",0.5948
"cg07635623","TCGA-YL-A8HO-01",0.4849
"cg07635623","TCGA-YL-A8S8-01",0.5496
"cg07635623","TCGA-YL-A8S9-01",0.8829
"cg07635623","TCGA-YL-A8SA-01",0.707
"cg07635623","TCGA-YL-A8SB-01",0.2705
"cg07635623","TCGA-YL-A8SC-01",0.4513
"cg07635623","TCGA-YL-A8SF-01",0.5743
"cg07635623","TCGA-YL-A8SH-01",0.575
"cg07635623","TCGA-YL-A8SI-01",0.4699
"cg07635623","TCGA-YL-A8SJ-01",0.5043
"cg07635623","TCGA-YL-A8SK-01",0.3147
"cg07635623","TCGA-YL-A8SL-01",0.679
"cg07635623","TCGA-YL-A8SO-01",0.5364
"cg07635623","TCGA-YL-A8SP-01",0.7444
"cg07635623","TCGA-YL-A8SQ-01",0.6449
"cg07635623","TCGA-YL-A8SR-01",0.6025
"cg07635623","TCGA-YL-A9WH-01",0.6655
"cg07635623","TCGA-YL-A9WI-01",0.7737
"cg07635623","TCGA-YL-A9WJ-01",0.3723
"cg07635623","TCGA-YL-A9WK-01",0.1933
"cg07635623","TCGA-YL-A9WL-01",0.8321
"cg07635623","TCGA-YL-A9WX-01",0.3827
"cg07635623","TCGA-YL-A9WY-01",0.3959
"cg07635623","TCGA-ZG-A8QW-01",0.4272
"cg07635623","TCGA-ZG-A8QX-01",0.4523
"cg07635623","TCGA-ZG-A8QY-01",0.5348
"cg07635623","TCGA-ZG-A8QZ-01",0.4576
"cg07635623","TCGA-ZG-A9KY-01",0.5664
"cg07635623","TCGA-ZG-A9L0-01",0.5849
"cg07635623","TCGA-ZG-A9L1-01",0.6022
"cg07635623","TCGA-ZG-A9L2-01",0.4428
"cg07635623","TCGA-ZG-A9L4-01",0.4727
"cg07635623","TCGA-ZG-A9L5-01",0.5717
"cg07635623","TCGA-ZG-A9L6-01",0.4452
"cg07635623","TCGA-ZG-A9L9-01",0.506
"cg07635623","TCGA-ZG-A9LB-01",0.5471
"cg07635623","TCGA-ZG-A9LM-01",0.5483
"cg07635623","TCGA-ZG-A9LN-01",0.3889
"cg07635623","TCGA-ZG-A9LS-01",0.3954
"cg07635623","TCGA-ZG-A9LU-01",0.2327
"cg07635623","TCGA-ZG-A9LY-01",0.4537
"cg07635623","TCGA-ZG-A9LZ-01",0.6366
"cg07635623","TCGA-ZG-A9M4-01",0.5335
"cg07635623","TCGA-ZG-A9MC-01",0.3904
"cg07635623","TCGA-ZG-A9N3-01",0.3033
"cg07635623","TCGA-ZG-A9ND-01",0.6641
"cg07635623","TCGA-ZG-A9NI-01",0.5669
"cg11393995","TCGA-2A-A8VL-01",0.6002
"cg11393995","TCGA-2A-A8VO-01",0.8761
"cg11393995","TCGA-2A-A8VT-01",0.7391
"cg11393995","TCGA-2A-A8VV-01",0.8711
"cg11393995","TCGA-2A-A8VX-01",0.9159
"cg11393995","TCGA-2A-A8W1-01",0.894
"cg11393995","TCGA-2A-A8W3-01",0.5917
"cg11393995","TCGA-2A-AAYF-01",0.8737
"cg11393995","TCGA-2A-AAYO-01",0.6712
"cg11393995","TCGA-2A-AAYU-01",0.7814
"cg11393995","TCGA-4L-AA1F-01",0.3647
"cg11393995","TCGA-CH-5737-01",0.7584
"cg11393995","TCGA-CH-5738-01",0.5458
"cg11393995","TCGA-CH-5739-01",0.7189
"cg11393995","TCGA-CH-5740-01",0.7338
"cg11393995","TCGA-CH-5741-01",0.7726
"cg11393995","TCGA-CH-5743-01",0.2023
"cg11393995","TCGA-CH-5744-01",0.5639
"cg11393995","TCGA-CH-5745-01",0.6407
"cg11393995","TCGA-CH-5746-01",0.4982
"cg11393995","TCGA-CH-5748-01",0.6397
"cg11393995","TCGA-CH-5750-01",0.6752
"cg11393995","TCGA-CH-5751-01",0.4283
"cg11393995","TCGA-CH-5752-01",0.7219
"cg11393995","TCGA-CH-5753-01",0.7844
"cg11393995","TCGA-CH-5754-01",0.4626
"cg11393995","TCGA-CH-5761-01",0.6303
"cg11393995","TCGA-CH-5762-01",0.4967
"cg11393995","TCGA-CH-5763-01",0.386
"cg11393995","TCGA-CH-5764-01",0.6256
"cg11393995","TCGA-CH-5765-01",0.7137
"cg11393995","TCGA-CH-5766-01",0.5438
"cg11393995","TCGA-CH-5767-01",0.7957
"cg11393995","TCGA-CH-5768-01",0.7207
"cg11393995","TCGA-CH-5769-01",0.6141
"cg11393995","TCGA-CH-5771-01",0.462
"cg11393995","TCGA-CH-5772-01",0.7783
"cg11393995","TCGA-CH-5788-01",0.7938
"cg11393995","TCGA-CH-5789-01",0.3161
